Iteration,Density
10,0.0187525
10,0.0187393
10,0.0187393
10,0.0187581
10,0.0187974
10,0.0188563
10,0.0189307
10,0.0190154
10,0.0191041
10,0.0191915
10,0.0192724
10,0.0193432
10,0.0194019
10,0.019448
10,0.019482
10,0.0195057
10,0.0195216
10,0.0195328
10,0.0195423
10,0.0195528
10,0.0195669
10,0.019586
10,0.0196114
10,0.0196431
10,0.019681
10,0.0197237
10,0.0197701
10,0.0198188
10,0.0198682
10,0.0199168
10,0.0199634
10,0.0200072
10,0.020048
10,0.0200855
10,0.0201199
10,0.0201516
10,0.0201814
10,0.0202098
10,0.0202377
10,0.0202658
10,0.0202948
10,0.0203247
10,0.020356
10,0.020389
10,0.0204235
10,0.0204591
10,0.0204959
10,0.0205333
10,0.0205712
10,0.0206091
10,0.0206468
10,0.0206842
10,0.0207209
10,0.0207572
10,0.0207929
10,0.0208282
10,0.0208631
10,0.0208976
10,0.0209322
10,0.0209671
10,0.021002
10,0.0210374
10,0.0210733
10,0.0211096
10,0.0211465
10,0.0211839
10,0.0212219
10,0.0212605
10,0.0212995
10,0.0213391
10,0.021379
10,0.0214193
10,0.0214601
10,0.021501
10,0.0215426
10,0.0215844
10,0.0216269
10,0.02167
10,0.0217137
10,0.0217581
10,0.0218033
10,0.0218492
10,0.0218964
10,0.0219443
10,0.0219936
10,0.0220439
10,0.0220953
10,0.0221482
10,0.0222026
10,0.0222584
10,0.0223157
10,0.0223748
10,0.0224358
10,0.0224989
10,0.0225638
10,0.022631
10,0.0227008
10,0.0227732
10,0.0228483
10,0.0229266
10,0.0230081
10,0.0230932
10,0.0231821
10,0.0232751
10,0.0233726
10,0.023475
10,0.0235825
10,0.0236956
10,0.0238147
10,0.0239399
10,0.0240722
10,0.0242116
10,0.0243588
10,0.024514
10,0.0246781
10,0.0248509
10,0.025033
10,0.0252248
10,0.0254265
10,0.0256377
10,0.0258592
10,0.0260898
10,0.0263298
10,0.0265782
10,0.0268342
10,0.0270968
10,0.0273648
10,0.0276364
10,0.0279106
10,0.0281854
10,0.0284588
10,0.0287294
10,0.0289954
10,0.029255
10,0.0295063
10,0.0297481
10,0.0299787
10,0.0301964
10,0.0304003
10,0.0305884
10,0.0307591
10,0.0309112
10,0.0310425
10,0.0311519
10,0.0312383
10,0.0313021
10,0.0313461
10,0.0313762
10,0.031402
10,0.031436
10,0.0314901
10,0.0315751
10,0.031695
10,0.0318486
10,0.0320293
10,0.0322267
10,0.032429
10,0.0326245
10,0.0328029
10,0.0329572
10,0.0330827
10,0.0331777
10,0.0332438
10,0.0332844
10,0.0333048
10,0.0333112
10,0.0333095
10,0.0333065
10,0.033307
10,0.0333151
10,0.0333329
10,0.0333617
10,0.0334009
10,0.0334488
10,0.0335033
10,0.0335616
10,0.0336204
10,0.0336774
10,0.0337304
10,0.033778
10,0.0338195
10,0.0338547
10,0.0338839
10,0.0339081
10,0.0339294
10,0.0339481
10,0.0339665
10,0.0339857
10,0.0340066
10,0.0340298
10,0.034056
10,0.0340849
10,0.034116
10,0.034149
10,0.0341831
10,0.0342179
10,0.0342521
10,0.0342858
10,0.034318
10,0.034349
10,0.0343786
10,0.0344066
10,0.0344335
10,0.0344597
10,0.0344858
10,0.0345118
10,0.0345383
10,0.0345657
10,0.0345942
10,0.0346238
10,0.0346547
10,0.0346868
10,0.0347198
10,0.0347542
10,0.0347891
10,0.0348244
10,0.0348604
10,0.0348967
10,0.0349334
10,0.0349702
10,0.0350074
10,0.0350453
10,0.0350836
10,0.0351226
10,0.0351626
10,0.0352039
10,0.035246
10,0.0352902
10,0.0353356
10,0.0353831
10,0.0354322
10,0.0354833
10,0.0355361
10,0.0355911
10,0.0356481
10,0.0357074
10,0.0357687
10,0.0358323
10,0.0358981
10,0.0359668
10,0.0360383
10,0.0361124
10,0.0361896
10,0.0362697
10,0.0363538
10,0.036441
10,0.0365322
10,0.0366273
10,0.0367264
10,0.0368296
10,0.0369367
10,0.0370485
10,0.0371641
10,0.0372842
10,0.0374081
10,0.0375356
10,0.0376672
10,0.0378017
10,0.0379392
10,0.038079
10,0.0382206
10,0.0383633
10,0.0385065
10,0.0386494
10,0.0387909
10,0.0389303
10,0.0390666
10,0.0391993
10,0.0393268
10,0.039449
10,0.0395648
10,0.0396737
10,0.0397758
10,0.0398699
10,0.039957
10,0.0400365
10,0.0401091
10,0.040175
10,0.0402348
10,0.0402891
10,0.0403388
10,0.0403841
10,0.040426
10,0.0404655
10,0.0405026
10,0.040538
10,0.0405717
10,0.0406041
10,0.0406353
10,0.0406654
10,0.0406944
10,0.0407218
10,0.0407483
10,0.0407733
10,0.0407974
10,0.0408203
10,0.0408419
10,0.0408628
10,0.040883
10,0.0409028
10,0.0409223
10,0.0409416
10,0.0409609
10,0.0409804
10,0.041
10,0.0410197
10,0.0410397
10,0.0410595
10,0.0410798
10,0.0410997
10,0.0411192
10,0.0411388
10,0.0411583
10,0.0411774
10,0.0411965
10,0.0412153
10,0.0412341
10,0.0412528
10,0.0412719
10,0.0412907
10,0.0413096
10,0.0413289
10,0.0413483
10,0.0413679
10,0.0413876
10,0.0414075
10,0.0414272
10,0.0414469
10,0.0414667
10,0.0414865
10,0.041506
10,0.0415252
10,0.0415447
10,0.0415639
10,0.0415831
10,0.0416022
10,0.0416214
10,0.0416404
10,0.04166
10,0.041679
10,0.0416987
10,0.041718
10,0.0417374
10,0.0417571
10,0.0417763
10,0.0417958
10,0.0418152
10,0.0418348
10,0.0418538
10,0.0418733
10,0.0418924
10,0.0419113
10,0.0419304
10,0.0419493
10,0.0419684
10,0.041987
10,0.0420063
10,0.0420254
10,0.0420443
10,0.0420635
10,0.0420825
10,0.0421015
10,0.0421202
10,0.0421393
10,0.0421583
10,0.042177
10,0.0421958
10,0.0422145
10,0.0422331
10,0.0422518
10,0.0422701
10,0.0422885
10,0.0423068
10,0.0423253
10,0.0423435
10,0.0423617
10,0.0423797
10,0.0423976
10,0.0424157
10,0.0424334
10,0.0424512
10,0.0424689
10,0.0424861
10,0.0425031
10,0.0425202
10,0.042537
10,0.0425535
10,0.0425694
10,0.0425856
10,0.0426011
10,0.0426168
10,0.0426316
10,0.0426459
10,0.0426603
10,0.0426742
10,0.0426876
10,0.0427008
10,0.0427136
10,0.0427264
10,0.0427389
10,0.0427513
10,0.0427639
10,0.0427772
10,0.0427913
10,0.0428062
10,0.0428225
10,0.0428407
10,0.0428608
10,0.042883
10,0.0429076
10,0.0429346
10,0.0429639
10,0.0429947
10,0.043027
10,0.0430604
10,0.0430939
10,0.0431274
10,0.0431605
10,0.0431922
10,0.0432231
10,0.0432527
10,0.0432807
10,0.0433081
10,0.0433345
10,0.0433607
10,0.0433866
10,0.0434129
10,0.0434399
10,0.0434672
10,0.0434958
10,0.043525
10,0.0435555
10,0.0435863
10,0.0436181
10,0.0436501
10,0.0436822
10,0.0437147
10,0.043747
10,0.0437791
10,0.0438109
10,0.0438432
10,0.0438748
10,0.043907
10,0.0439393
10,0.0439722
10,0.0440052
10,0.0440391
10,0.0440735
10,0.0441089
10,0.044145
10,0.0441815
10,0.0442189
10,0.0442568
10,0.0442952
10,0.0443343
10,0.0443736
10,0.0444136
10,0.0444536
10,0.0444942
10,0.0445353
10,0.044577
10,0.0446191
10,0.0446619
10,0.0447055
10,0.0447498
10,0.0447947
10,0.0448407
10,0.0448873
10,0.0449348
10,0.0449832
10,0.0450325
10,0.0450828
10,0.0451338
10,0.0451855
10,0.0452384
10,0.0452918
10,0.0453464
10,0.0454015
10,0.0454577
10,0.0455147
10,0.0455729
10,0.045632
10,0.0456922
10,0.0457533
10,0.0458155
10,0.0458787
10,0.0459431
10,0.0460082
10,0.0460749
10,0.0461422
10,0.0462105
10,0.0462797
10,0.0463498
10,0.046421
10,0.0464925
10,0.0465651
10,0.0466379
10,0.0467116
10,0.0467855
10,0.0468591
10,0.0469334
10,0.0470074
10,0.0470809
10,0.0471545
10,0.0472269
10,0.0472992
10,0.0473712
10,0.0474432
10,0.0475164
10,0.0475915
10,0.0476701
10,0.0477543
10,0.0478455
10,0.0479456
10,0.0480558
10,0.0481757
10,0.0483056
10,0.0484435
10,0.0485877
10,0.0487359
10,0.0488856
10,0.0490349
10,0.049182
10,0.0493261
10,0.0494669
10,0.0496047
10,0.0497401
10,0.0498744
10,0.0500094
10,0.0501462
10,0.0502866
10,0.050431
10,0.0505811
10,0.0507369
10,0.0508989
10,0.0510663
10,0.0512381
10,0.0514143
10,0.0515934
10,0.0517748
10,0.0519573
10,0.0521395
10,0.0523212
10,0.0525014
10,0.0526796
10,0.0528552
10,0.0530284
10,0.053199
10,0.0533661
10,0.0535303
10,0.0536909
10,0.0538484
10,0.054002
10,0.0541515
10,0.054297
10,0.0544382
10,0.0545747
10,0.0547059
10,0.0548324
10,0.0549535
10,0.0550689
10,0.0551798
10,0.0552848
10,0.0553848
10,0.0554802
10,0.0555703
10,0.0556562
10,0.0557375
10,0.0558146
10,0.0558881
10,0.0559574
10,0.0560236
10,0.0560856
10,0.0561443
10,0.0561996
10,0.0562517
10,0.0563005
10,0.0563462
10,0.0563894
10,0.0564314
10,0.0564727
10,0.0565138
10,0.0565561
10,0.0566
10,0.0566463
10,0.0566941
10,0.0567434
10,0.0567933
10,0.0568418
10,0.0568882
10,0.0569306
10,0.0569691
10,0.0570023
10,0.0570317
10,0.057057
10,0.0570807
10,0.0571039
10,0.0571286
10,0.0571559
10,0.057188
10,0.0572247
10,0.0572674
10,0.057315
10,0.0573672
10,0.0574225
10,0.0574803
10,0.0575389
10,0.0575972
10,0.0576545
10,0.05771
10,0.0577633
10,0.0578145
10,0.0578634
10,0.0579103
10,0.0579557
10,0.0580007
10,0.058046
10,0.0580914
10,0.0581381
10,0.0581864
10,0.0582363
10,0.0582883
10,0.0583414
10,0.0583962
10,0.0584519
10,0.058508
10,0.0585641
10,0.05862
10,0.0586755
10,0.0587305
10,0.0587842
10,0.0588383
10,0.0588918
10,0.0589457
10,0.0590004
10,0.0590563
10,0.0591133
10,0.0591725
10,0.0592336
10,0.0592966
10,0.0593618
10,0.0594288
10,0.0594974
10,0.0595677
10,0.0596397
10,0.0597129
10,0.0597877
10,0.0598638
10,0.0599415
10,0.0600206
10,0.0601027
10,0.0601867
10,0.0602735
10,0.0603631
10,0.0604566
10,0.0605541
10,0.0606547
10,0.0607605
10,0.06087
10,0.0609834
10,0.0611011
10,0.0612224
10,0.061348
10,0.0614768
10,0.0616093
10,0.0617455
10,0.0618846
10,0.0620275
10,0.0621733
10,0.0623222
10,0.0624741
10,0.0626287
10,0.0627862
10,0.0629463
10,0.0631089
10,0.0632732
10,0.0634397
10,0.0636072
10,0.0637759
10,0.0639444
10,0.0641139
10,0.0642826
10,0.0644506
10,0.0646179
10,0.064783
10,0.0649464
10,0.0651071
10,0.0652651
10,0.0654203
10,0.0655722
10,0.065721
10,0.065868
10,0.0660133
10,0.0661591
10,0.0663062
10,0.0664561
10,0.0666091
10,0.0667642
10,0.0669215
10,0.0670789
10,0.0672345
10,0.0673864
10,0.0675317
10,0.0676693
10,0.0677971
10,0.0679142
10,0.0680211
10,0.0681171
10,0.0682035
10,0.0682809
10,0.0683513
10,0.0684159
10,0.0684763
10,0.0685347
10,0.0685934
10,0.0686542
10,0.0687187
10,0.0687891
10,0.0688646
10,0.0689457
10,0.0690299
10,0.0691175
10,0.0692063
10,0.0692949
10,0.0693834
10,0.0694707
10,0.0695582
10,0.0696448
10,0.0697313
10,0.0698168
10,0.0699012
10,0.0699838
10,0.0700649
10,0.0701434
10,0.0702191
10,0.0702936
10,0.0703657
10,0.0704358
10,0.0705051
10,0.0705739
10,0.0706423
10,0.0707107
10,0.0707796
10,0.070849
10,0.0709186
10,0.0709886
10,0.0710591
10,0.0711294
10,0.0711994
10,0.0712687
10,0.0713376
10,0.0714049
10,0.0714709
10,0.0715351
10,0.0715974
10,0.071658
10,0.0717168
10,0.0717726
10,0.071827
10,0.0718801
10,0.0719327
10,0.0719859
10,0.0720403
10,0.0720974
10,0.0721582
10,0.0722226
10,0.0722907
10,0.0723617
10,0.0724347
10,0.072508
10,0.0725808
10,0.0726512
10,0.0727184
10,0.0727821
10,0.0728411
10,0.0728966
10,0.0729472
10,0.072995
10,0.0730393
10,0.0730813
10,0.0731213
10,0.0731602
10,0.0731975
10,0.0732339
10,0.0732692
10,0.0733045
10,0.0733382
10,0.0733707
10,0.0734028
10,0.0734348
10,0.0734673
10,0.073501
10,0.0735371
10,0.0735754
10,0.0736163
10,0.0736602
10,0.0737055
10,0.0737508
10,0.0737956
10,0.073839
10,0.0738794
10,0.0739171
10,0.0739518
10,0.0739831
10,0.074011
10,0.074037
10,0.0740602
10,0.0740823
10,0.0741037
10,0.0741256
10,0.0741466
10,0.0741691
10,0.0741921
10,0.074216
10,0.0742412
10,0.0742663
10,0.0742923
10,0.074318
10,0.0743436
10,0.074369
10,0.0743937
10,0.0744178
10,0.0744403
10,0.0744625
10,0.0744837
10,0.0745043
10,0.074524
10,0.0745439
10,0.074563
10,0.0745823
10,0.074601
10,0.0746199
10,0.0746385
10,0.074658
10,0.0746765
10,0.0746955
10,0.0747145
10,0.074734
10,0.0747535
10,0.0747726
10,0.0747911
10,0.0748095
10,0.0748279
10,0.0748461
10,0.0748641
10,0.0748822
10,0.0748993
10,0.074917
10,0.0749344
10,0.0749514
10,0.0749683
10,0.0749854
10,0.0750024
10,0.0750194
10,0.0750361
10,0.0750532
10,0.0750703
10,0.0750872
10,0.0751039
10,0.0751209
10,0.0751375
10,0.0751548
10,0.0751716
10,0.075188
10,0.0752047
10,0.0752215
10,0.0752379
10,0.0752552
10,0.0752716
10,0.0752878
10,0.0753049
10,0.0753215
10,0.0753388
10,0.075355
10,0.0753724
10,0.0753892
10,0.0754063
10,0.0754233
10,0.0754407
10,0.0754582
10,0.0754758
10,0.0754937
10,0.0755113
10,0.075529
10,0.0755471
10,0.0755657
10,0.0755843
10,0.0756031
10,0.0756218
10,0.0756407
10,0.07566
10,0.0756797
10,0.0756997
10,0.07572
10,0.0757405
10,0.0757617
10,0.0757832
10,0.0758051
10,0.0758271
10,0.07585
10,0.0758734
10,0.0758973
10,0.0759218
10,0.0759472
10,0.0759728
10,0.0759992
10,0.0760267
10,0.0760546
10,0.0760832
10,0.0761133
10,0.0761443
10,0.0761754
10,0.0762087
10,0.0762422
10,0.0762771
10,0.0763138
10,0.0763511
10,0.0763895
10,0.0764295
10,0.0764705
10,0.0765136
10,0.0765575
10,0.0766027
10,0.0766496
10,0.0766975
10,0.0767469
10,0.0767983
10,0.0768495
10,0.0769026
10,0.0769565
10,0.0770111
10,0.0770662
10,0.0771222
10,0.0771786
10,0.0772347
10,0.0772919
10,0.0773484
10,0.077405
10,0.0774613
10,0.0775168
10,0.077572
10,0.0776265
10,0.0776802
10,0.0777328
10,0.0777851
10,0.0778355
10,0.0778854
10,0.0779344
10,0.0779816
10,0.0780286
10,0.0780728
10,0.0781171
10,0.0781591
10,0.0782003
10,0.0782397
10,0.0782771
10,0.0783134
10,0.0783489
10,0.0783839
10,0.0784192
10,0.0784557
10,0.078495
10,0.0785381
10,0.0785856
10,0.078638
10,0.078696
10,0.0787596
10,0.0788268
10,0.078899
10,0.0789737
10,0.0790483
10,0.0791244
10,0.0791966
10,0.079267
10,0.0793335
10,0.0793962
10,0.0794547
10,0.0795097
10,0.0795624
10,0.0796116
10,0.0796598
10,0.0797067
10,0.0797528
10,0.0797984
10,0.0798442
10,0.0798893
10,0.0799336
10,0.0799777
10,0.0800215
10,0.0800657
10,0.0801108
10,0.080158
10,0.0802069
10,0.0802595
10,0.0803132
10,0.0803688
10,0.0804242
10,0.0804787
10,0.0805296
10,0.0805775
10,0.0806208
10,0.0806585
10,0.0806909
10,0.0807183
10,0.0807401
10,0.0807578
10,0.0807708
10,0.080781
10,0.080788
10,0.0807941
10,0.0808005
10,0.0808073
10,0.080817
10,0.0808311
10,0.0808494
10,0.0808716
10,0.080898
10,0.0809275
10,0.080958
10,0.080988
10,0.0810166
10,0.081042
10,0.0810629
10,0.0810799
10,0.0810927
10,0.0811011
10,0.0811061
10,0.0811092
10,0.0811099
10,0.08111
10,0.0811104
10,0.0811114
10,0.0811137
10,0.081118
10,0.0811239
10,0.0811309
10,0.0811399
10,0.0811492
10,0.0811598
10,0.0811703
10,0.0811799
10,0.0811891
10,0.0811973
10,0.0812052
10,0.0812115
10,0.0812168
10,0.0812212
10,0.0812247
10,0.0812277
10,0.0812306
10,0.0812328
10,0.081236
10,0.0812388
10,0.0812425
10,0.0812466
10,0.0812504
10,0.0812546
10,0.0812596
10,0.0812647
10,0.0812696
10,0.081275
10,0.0812794
10,0.081284
10,0.0812887
10,0.0812926
10,0.0812963
10,0.0812997
10,0.0813033
10,0.0813065
10,0.0813098
10,0.0813126
10,0.0813152
10,0.0813184
10,0.0813216
10,0.0813246
10,0.0813279
10,0.0813315
10,0.0813347
10,0.0813383
10,0.0813411
10,0.0813448
10,0.0813481
10,0.0813514
10,0.0813542
10,0.0813572
10,0.0813603
10,0.0813635
10,0.0813666
10,0.0813692
10,0.0813721
10,0.0813746
10,0.0813774
10,0.08138
10,0.0813828
10,0.0813856
10,0.0813881
10,0.0813903
10,0.0813929
10,0.0813957
10,0.0813985
10,0.0814007
10,0.0814035
10,0.0814063
10,0.0814088
10,0.081411
10,0.0814132
10,0.0814161
10,0.0814186
10,0.0814206
10,0.0814232
10,0.0814254
10,0.0814278
10,0.0814301
10,0.0814321
10,0.0814351
10,0.0814371
10,0.08144
10,0.0814418
10,0.0814439
10,0.0814464
10,0.0814483
10,0.0814506
10,0.0814528
10,0.0814551
10,0.0814569
10,0.0814589
10,0.0814616
10,0.0814631
10,0.0814655
10,0.0814674
10,0.0814697
10,0.0814716
10,0.0814737
10,0.0814759
10,0.081478
10,0.0814801
10,0.0814819
10,0.0814842
10,0.0814858
10,0.0814875
10,0.08149
10,0.0814919
10,0.0814938
10,0.0814959
10,0.0814976
10,0.0814997
10,0.0815013
10,0.0815033
10,0.0815053
10,0.0815071
10,0.081509
10,0.0815109
10,0.0815127
10,0.0815149
10,0.0815165
10,0.0815184
10,0.0815203
10,0.0815222
10,0.0815239
10,0.0815262
10,0.0815275
10,0.0815294
10,0.0815311
10,0.0815329
10,0.0815348
10,0.0815367
10,0.0815388
10,0.0815401
10,0.0815417
10,0.0815435
10,0.0815451
10,0.0815471
10,0.0815489
10,0.0815508
10,0.0815525
10,0.0815541
10,0.0815559
10,0.0815576
10,0.0815596
10,0.0815614
10,0.0815628
10,0.0815651
10,0.0815667
10,0.0815683
10,0.08157
10,0.0815722
10,0.0815733
10,0.0815748
10,0.0815772
10,0.0815789
10,0.0815808
10,0.0815826
10,0.0815844
10,0.0815861
10,0.0815881
10,0.0815898
10,0.0815913
10,0.0815932
10,0.0815949
10,0.081597
10,0.0815981
10,0.0816001
10,0.0816021
10,0.081604
10,0.0816058
10,0.0816074
10,0.0816092
10,0.0816109
10,0.0816129
10,0.0816144
10,0.0816162
10,0.0816181
10,0.0816202
10,0.0816219
10,0.0816239
10,0.0816257
10,0.0816273
10,0.081629
10,0.0816315
10,0.0816335
10,0.0816349
10,0.0816368
10,0.0816392
10,0.081641
10,0.0816431
10,0.0816449
10,0.0816472
10,0.0816492
10,0.0816511
10,0.081653
10,0.081655
10,0.0816568
10,0.081659
10,0.081661
10,0.0816632
10,0.0816652
10,0.0816677
10,0.0816697
10,0.0816719
10,0.0816741
10,0.0816762
10,0.0816787
10,0.0816808
10,0.0816831
10,0.0816853
10,0.0816879
10,0.08169
10,0.0816921
10,0.0816949
10,0.0816968
10,0.0816998
10,0.0817019
10,0.0817046
10,0.0817075
10,0.0817099
10,0.0817124
10,0.081715
10,0.0817182
10,0.0817207
10,0.0817238
10,0.0817265
10,0.0817293
10,0.0817323
10,0.0817354
10,0.0817388
10,0.0817418
10,0.0817449
10,0.0817483
10,0.0817515
10,0.0817548
10,0.0817581
10,0.0817619
10,0.0817657
10,0.0817693
10,0.0817729
10,0.0817772
10,0.0817809
10,0.0817847
10,0.0817892
10,0.0817936
10,0.081798
10,0.0818025
10,0.0818069
10,0.0818119
10,0.0818168
10,0.0818218
10,0.0818271
10,0.0818326
10,0.0818384
10,0.0818442
10,0.0818502
10,0.081856
10,0.081862
10,0.0818689
10,0.0818757
10,0.0818828
10,0.0818904
10,0.081898
10,0.0819053
10,0.0819134
10,0.0819221
10,0.0819308
10,0.0819398
10,0.0819486
10,0.0819581
10,0.0819678
10,0.0819785
10,0.0819892
10,0.0819999
10,0.082011
10,0.0820229
10,0.082035
10,0.0820472
10,0.0820598
10,0.0820726
10,0.0820856
10,0.0820992
10,0.0821136
10,0.0821273
10,0.0821414
10,0.0821564
10,0.0821709
10,0.0821865
10,0.0822012
10,0.0822164
10,0.0822319
10,0.0822475
10,0.0822627
10,0.082278
10,0.082294
10,0.0823095
10,0.0823252
10,0.0823404
10,0.0823558
10,0.0823714
10,0.0823868
10,0.0824016
10,0.0824167
10,0.082431
10,0.0824459
10,0.0824603
10,0.0824745
10,0.0824887
10,0.0825016
10,0.0825146
10,0.0825273
10,0.0825392
10,0.0825506
10,0.0825617
10,0.0825722
10,0.082582
10,0.0825923
10,0.0826028
10,0.0826134
10,0.0826244
10,0.0826365
10,0.0826503
10,0.0826645
10,0.0826801
10,0.0826959
10,0.0827116
10,0.0827273
10,0.0827426
10,0.082757
10,0.0827697
10,0.0827814
10,0.0827918
10,0.0828016
10,0.0828098
10,0.082817
10,0.0828245
10,0.0828317
10,0.0828382
10,0.0828454
10,0.0828529
10,0.0828608
10,0.0828689
10,0.0828779
10,0.0828887
10,0.0828992
10,0.0829111
10,0.0829244
10,0.0829383
10,0.0829535
10,0.0829693
10,0.082985
10,0.0830005
10,0.0830154
10,0.0830292
10,0.0830418
10,0.0830544
10,0.0830653
10,0.0830751
10,0.0830837
10,0.0830929
10,0.0831007
10,0.0831089
